男女,市区町村コード,町丁字コード,地域階層レベル,秘匿処理,秘匿先情報,合算地域,都道府県名,市区町村名,大字・町名,字・丁目名,総数,徒歩のみ,鉄道・電車,乗合バス,勤め先・学校のバス,自家用車,ハイヤー・タクシー,オートバイ,自転車,その他,利用交通手段「不詳」
男,14133,305005,4,,,,神奈川県,川崎市中原区,上小田中,五丁目,571,40,406,29,1,49,-,21,62,8,6
男,14133,305006,4,,,,神奈川県,川崎市中原区,上小田中,六丁目,1620,113,1110,113,13,164,2,54,194,21,38
男,14133,305007,4,,,,神奈川県,川崎市中原区,上小田中,七丁目,681,51,500,51,5,45,-,13,99,12,26
男,14133,3070,3,,,,神奈川県,川崎市中原区,宮内,,3666,234,2134,858,39,522,2,189,820,68,136
男,14133,307001,4,,,,神奈川県,川崎市中原区,宮内,一丁目,677,52,319,145,9,133,-,60,190,13,18
男,14133,307002,4,,,,神奈川県,川崎市中原区,宮内,二丁目,723,48,421,150,10,99,-,35,134,20,28
男,14133,307003,4,,,,神奈川県,川崎市中原区,宮内,三丁目,1187,62,733,342,9,163,1,59,291,21,46
男,14133,307004,4,,,,神奈川県,川崎市中原区,宮内,四丁目,1079,72,661,221,11,127,1,35,205,14,44
男,14133,3080,2,,,,神奈川県,川崎市中原区,等々力,,110,10,50,15,5,11,-,5,29,-,18
男,14133,3100,2,,,,神奈川県,川崎市中原区,上丸子天神町,,691,36,522,25,18,57,4,16,64,7,30
男,14133,3110,3,,,,神奈川県,川崎市中原区,丸子通,,1816,63,1493,65,11,104,4,23,111,8,73
男,14133,311001,4,,,,神奈川県,川崎市中原区,丸子通,一丁目,1130,39,934,43,7,62,1,16,62,6,52
男,14133,311002,4,,,,神奈川県,川崎市中原区,丸子通,二丁目,686,24,559,22,4,42,3,7,49,2,21
男,14133,3120,2,,,,神奈川県,川崎市中原区,新丸子町,,759,53,612,32,9,27,3,6,15,6,41
男,14133,3130,2,,,,神奈川県,川崎市中原区,上丸子八幡町,,617,44,485,18,3,35,-,12,50,4,13
男,14133,3140,3,,,,神奈川県,川崎市中原区,上丸子山王町,,1149,67,853,48,14,92,1,26,99,12,41
男,14133,314001,4,,,,神奈川県,川崎市中原区,上丸子山王町,一丁目,644,30,489,20,10,52,1,15,54,8,25
男,14133,314002,4,,,,神奈川県,川崎市中原区,上丸子山王町,二丁目,505,37,364,28,4,40,-,11,45,4,16
男,14133,3150,2,,,,神奈川県,川崎市中原区,下沼部,,1274,90,980,56,9,90,3,22,76,19,31
男,14133,3160,2,,,,神奈川県,川崎市中原区,中丸子,,4297,258,3193,242,54,354,20,82,351,48,175
男,14133,3170,2,,,,神奈川県,川崎市中原区,市ノ坪,,3052,165,2294,144,34,284,7,61,280,26,82
男,14133,3180,2,,,,神奈川県,川崎市中原区,北谷町,,733,59,538,40,13,57,1,19,53,4,21
男,14133,3190,2,,,,神奈川県,川崎市中原区,田尻町,,638,37,443,33,7,49,-,14,45,9,55
男,14133,3200,3,,,,神奈川県,川崎市中原区,上平間,,2896,173,1824,317,50,366,4,101,384,43,101
男,14133,320001,4,,,,神奈川県,川崎市中原区,上平間,,1146,80,730,57,16,140,1,42,150,14,37
男,14133,320002,4,,,,神奈川県,川崎市中原区,上平間,,1750,93,1094,260,34,226,3,59,234,29,64
男,14133,3210,2,,,,神奈川県,川崎市中原区,大倉町,,-,-,-,-,-,-,-,-,-,-,-
男,14133,3221,2,,,,神奈川県,川崎市中原区,苅宿,,1464,90,983,113,17,133,1,42,211,17,76
男,14133,3231,2,,,,神奈川県,川崎市中原区,西加瀬,,614,36,444,32,1,53,5,14,83,5,10
男,14133,3241,2,,,,神奈川県,川崎市中原区,木月住吉町,,1149,101,844,68,13,65,1,23,88,11,42
男,14133,3250,2,,,,神奈川県,川崎市中原区,今井仲町,,1102,47,912,40,19,62,4,11,78,8,20
男,14133,3260,2,,,,神奈川県,川崎市中原区,今井南町,,1431,88,1157,58,12,68,6,17,76,11,42
男,14133,3270,2,,,,神奈川県,川崎市中原区,今井上町,,936,54,742,60,5,62,-,12,99,6,22
男,14133,3280,2,,,,神奈川県,川崎市中原区,今井西町,,1224,64,956,56,6,67,2,14,193,8,50
男,14133,3291,2,,,,神奈川県,川崎市中原区,木月大町,,993,36,794,28,11,36,2,13,147,5,62
男,14133,3301,2,,,,神奈川県,川崎市中原区,木月祗園町,,650,21,540,28,7,32,2,8,41,6,36
男,14133,3311,2,,,,神奈川県,川崎市中原区,木月伊勢町,,444,26,365,36,4,12,-,4,29,5,9
男,14133,3321,3,,,,神奈川県,川崎市中原区,木月,,4967,310,3780,230,34,281,9,91,437,34,212
男,14133,332101,4,,,,神奈川県,川崎市中原区,木月,一丁目,658,36,515,23,5,39,2,7,42,2,26
男,14133,332102,4,,,,神奈川県,川崎市中原区,木月,二丁目,742,55,581,43,2,28,-,12,36,7,32
男,14133,332103,4,,,,神奈川県,川崎市中原区,木月,三丁目,1651,71,1309,80,18,89,4,34,136,10,54
男,14133,332104,4,,,,神奈川県,川崎市中原区,木月,四丁目,1916,148,1375,84,9,125,3,38,223,15,100
男,14133,3330,3,,,,神奈川県,川崎市中原区,井田,,2383,118,1593,492,37,260,6,105,416,35,73
男,14133,333001,4,,,,神奈川県,川崎市中原区,井田,一丁目,871,44,598,96,7,87,2,35,158,14,26
男,14133,333002,4,,,,神奈川県,川崎市中原区,井田,二丁目,648,40,419,75,6,67,2,31,110,9,21
男,14133,333003,4,,,,神奈川県,川崎市中原区,井田,三丁目,864,34,576,321,24,106,2,39,148,12,26
男,14133,3340,2,,,,神奈川県,川崎市中原区,井田中ノ町,,1776,63,1393,113,13,105,7,31,236,17,42
男,14133,3350,2,,,,神奈川県,川崎市中原区,井田杉山町,,1100,53,812,73,16,81,3,23,314,12,23
男,14133,3360,2,,,,神奈川県,川崎市中原区,井田三舞町,,999,33,800,55,8,69,2,7,187,9,15
男,14133,3380,3,,,,神奈川県,川崎市中原区,下小田中,,7697,505,5314,475,178,718,9,188,1409,101,308
男,14133,338001,4,,,,神奈川県,川崎市中原区,下小田中,一丁目,1317,101,946,69,20,89,2,31,122,16,59
男,14133,338002,4,,,,神奈川県,川崎市中原区,下小田中,二丁目,1538,98,1139,104,19,116,1,28,183,16,70
男,14133,338003,4,,,,神奈川県,川崎市中原区,下小田中,三丁目,1478,129,999,69,9,129,2,32,380,16,57
男,14133,338004,4,,,,神奈川県,川崎市中原区,下小田中,四丁目,1292,60,920,72,109,138,1,31,163,17,38
男,14133,338005,4,,,,神奈川県,川崎市中原区,下小田中,五丁目,790,41,500,78,6,100,-,17,186,17,36
男,14133,338006,4,,,,神奈川県,川崎市中原区,下小田中,六丁目,1282,76,810,83,15,146,3,49,375,19,48
男,14133,3390,2,,,,神奈川県,川崎市中原区,新城中町,,529,41,360,28,4,55,2,21,74,9,6
男,14133,3400,3,,,,神奈川県,川崎市中原区,下新城,,1729,91,1212,142,38,172,5,53,249,20,38
男,14133,340001,4,,,,神奈川県,川崎市中原区,下新城,一丁目,531,21,395,35,15,47,4,18,59,3,18
男,14133,340002,4,,,,神奈川県,川崎市中原区,下新城,二丁目,525,29,348,56,11,58,1,14,97,9,8
男,14133,340003,4,,,,神奈川県,川崎市中原区,下新城,三丁目,673,41,469,51,12,67,-,21,93,8,12
男,14133,3410,3,,,,神奈川県,川崎市中原区,上新城,,794,55,564,45,8,66,4,15,69,13,38
男,14133,341001,4,,,,神奈川県,川崎市中原区,上新城,一丁目,419,20,297,20,3,40,1,9,47,9,17
男,14133,341002,4,,,,神奈川県,川崎市中原区,上新城,二丁目,375,35,267,25,5,26,3,6,22,4,21
男,14133,3420,3,,,,神奈川県,川崎市中原区,新城,,1136,104,803,61,18,79,3,22,98,15,43
男,14133,342000,4,,,,神奈川県,川崎市中原区,新城,,52,4,38,4,3,2,1,-,5,2,1
男,14133,342001,4,,,,神奈川県,川崎市中原区,新城,一丁目,247,23,175,15,3,11,-,2,21,3,14
男,14133,342002,4,,,,神奈川県,川崎市中原区,新城,二丁目,285,20,201,11,3,26,-,9,30,3,9
男,14133,342003,4,,,,神奈川県,川崎市中原区,新城,三丁目,207,19,153,9,6,15,-,4,9,5,5
男,14133,342004,4,,,,神奈川県,川崎市中原区,新城,四丁目,117,13,77,8,1,12,1,3,16,1,3
男,14133,342005,4,,,,神奈川県,川崎市中原区,新城,五丁目,228,25,159,14,2,13,1,4,17,1,11
男,14133,3430,2,,,,神奈川県,川崎市中原区,上丸子,,-,-,-,-,-,-,-,-,-,-,-
男,14134,-,1,,,,神奈川県,川崎市高津区,,,57730,3102,38313,7575,609,7599,111,2609,7910,820,1694
男,14134,4011,3,,,,神奈川県,川崎市高津区,溝口,,4155,273,3132,212,31,332,6,103,327,31,107
男,14134,401101,4,,,,神奈川県,川崎市高津区,溝口,一丁目,342,14,287,17,3,19,4,5,11,2,8
男,14134,401102,4,,,,神奈川県,川崎市高津区,溝口,二丁目,788,64,603,50,6,41,1,12,32,3,38
男,14134,401103,4,,,,神奈川県,川崎市高津区,溝口,三丁目,974,70,738,43,8,75,-,16,54,7,22
男,14134,401104,4,,,,神奈川県,川崎市高津区,溝口,四丁目,430,34,314,20,4,34,-,14,32,6,13
男,14134,401105,4,,,,神奈川県,川崎市高津区,溝口,五丁目,854,49,662,31,7,70,1,29,65,5,18
男,14134,401106,4,,,,神奈川県,川崎市高津区,溝口,六丁目,767,42,528,51,3,93,-,27,133,8,8
男,14134,4021,3,,,,神奈川県,川崎市高津区,久地,,3365,185,2311,269,30,438,5,130,558,50,109
男,14134,402101,4,,,,神奈川県,川崎市高津区,久地,一丁目,765,39,527,38,9,100,1,18,116,8,31
男,14134,402102,4,,,,神奈川県,川崎市高津区,久地,二丁目,603,43,364,26,6,98,2,43,138,14,18
男,14134,402103,4,,,,神奈川県,川崎市高津区,久地,三丁目,1141,62,782,154,5,139,2,46,253,16,35
男,14134,402104,4,,,,神奈川県,川崎市高津区,久地,四丁目,856,41,638,51,10,101,-,23,51,12,25
男,14134,4022,2,,,,神奈川県,川崎市高津区,久地,,159,16,97,7,1,30,-,7,39,1,1
男,14134,4030,2,,,,神奈川県,川崎市高津区,宇奈根,,356,28,208,13,6,61,1,17,97,6,5
男,14134,4041,3,,,,神奈川県,川崎市高津区,二子,,3462,194,2632,161,34,275,5,69,259,39,116
男,14134,404101,4,,,,神奈川県,川崎市高津区,二子,一丁目,1067,49,796,46,9,76,1,23,80,11,71
男,14134,404102,4,,,,神奈川県,川崎市高津区,二子,二丁目,497,30,393,10,2,39,-,9,33,5,15
男,14134,404103,4,,,,神奈川県,川崎市高津区,二子,三丁目,681,38,526,33,8,62,1,17,50,6,10
男,14134,404104,4,,,,神奈川県,川崎市高津区,二子,四丁目,418,16,327,24,5,28,-,8,38,3,8
男,14134,404105,4,,,,神奈川県,川崎市高津区,二子,五丁目,417,40,311,21,5,30,2,6,21,8,8
男,14134,404106,4,,,,神奈川県,川崎市高津区,二子,六丁目,382,21,279,27,5,40,1,6,37,6,4
男,14134,4051,2,,,,神奈川県,川崎市高津区,瀬田,,206,8,164,14,1,16,-,6,20,2,-
男,14134,4061,3,,,,神奈川県,川崎市高津区,諏訪,,1598,108,1150,65,11,149,1,38,189,17,47
男,14134,406101,4,,,,神奈川県,川崎市高津区,諏訪,一丁目,448,35,334,11,3,32,-,9,38,1,17
男,14134,406102,4,,,,神奈川県,川崎市高津区,諏訪,二丁目,441,17,322,17,3,55,-,11,71,9,7
男,14134,406103,4,,,,神奈川県,川崎市高津区,諏訪,三丁目,709,56,494,37,5,62,1,18,80,7,23
男,14134,4070,3,,,,神奈川県,川崎市高津区,北見方,,2457,147,1629,382,19,294,4,81,538,33,56
男,14134,407001,4,,,,神奈川県,川崎市高津区,北見方,一丁目,666,54,421,103,9,88,-,23,143,13,11
男,14134,407002,4,,,,神奈川県,川崎市高津区,北見方,二丁目,1458,61,1034,202,9,150,3,47,314,12,32
男,14134,407003,4,,,,神奈川県,川崎市高津区,北見方,三丁目,333,32,174,77,1,56,1,11,81,8,13
男,14134,4080,3,,,,神奈川県,川崎市高津区,下野毛,,890,97,379,183,5,166,1,65,253,15,40
男,14134,408001,4,,,,神奈川県,川崎市高津区,下野毛,一丁目,302,36,134,61,-,58,-,21,78,5,14
男,14134,408002,4,,,,神奈川県,川崎市高津区,下野毛,二丁目,236,27,85,48,3,54,1,18,59,4,15
男,14134,408003,4,,,,神奈川県,川崎市高津区,下野毛,三丁目,352,34,160,74,2,54,-,26,116,6,11
男,14134,4100,3,,,,神奈川県,川崎市高津区,坂戸,,2279,200,1397,178,21,265,6,72,398,36,124
男,14134,410001,4,,,,神奈川県,川崎市高津区,坂戸,一丁目,669,50,477,35,8,52,1,16,69,8,26
男,14134,410002,4,,,,神奈川県,川崎市高津区,坂戸,二丁目,694,65,373,39,4,95,2,21,148,10,79
男,14134,410003,4,,,,神奈川県,川崎市高津区,坂戸,三丁目,916,85,547,104,9,118,3,35,181,18,19
男,14134,4110,3,,,,神奈川県,川崎市高津区,久本,,3230,160,2624,221,29,229,5,36,179,16,80
男,14134,411001,4,,,,神奈川県,川崎市高津区,久本,一丁目,533,29,433,21,5,42,1,8,22,3,11
男,14134,411002,4,,,,神奈川県,川崎市高津区,久本,二丁目,895,45,737,51,5,53,-,6,59,3,31
男,14134,411003,4,,,,神奈川県,川崎市高津区,久本,三丁目,1802,86,1454,149,19,134,4,22,98,10,38
男,14134,4121,3,,,,神奈川県,川崎市高津区,下作延,,5601,256,4345,331,67,501,8,151,366,56,126
男,14134,412101,4,,,,神奈川県,川崎市高津区,下作延,一丁目,280,18,220,7,7,20,-,9,9,3,7
男,14134,412102,4,,,,神奈川県,川崎市高津区,下作延,二丁目,1361,60,1126,79,13,89,3,19,46,10,32
男,14134,412103,4,,,,神奈川県,川崎市高津区,下作延,三丁目,1011,49,756,65,12,97,1,38,75,13,28
男,14134,412104,4,,,,神奈川県,川崎市高津区,下作延,四丁目,929,34,736,56,15,76,2,23,60,11,20
男,14134,412105,4,,,,神奈川県,川崎市高津区,下作延,五丁目,756,37,576,65,4,80,1,33,62,6,13
男,14134,412106,4,,,,神奈川県,川崎市高津区,下作延,六丁目,731,30,518,38,11,90,1,15,66,10,17
男,14134,412107,4,,,,神奈川県,川崎市高津区,下作延,七丁目,533,28,413,21,5,49,-,14,48,3,9
男,14134,4122,2,,,,神奈川県,川崎市高津区,下作延,,-,-,-,-,-,-,-,-,-,-,-
男,14134,4130,2,,,,神奈川県,川崎市高津区,上作延,,2704,123,1708,641,33,437,5,166,474,47,60
男,14134,4140,2,,,,神奈川県,川崎市高津区,向ケ丘,,560,34,399,51,1,76,-,21,59,10,8
男,14134,4150,3,,,,神奈川県,川崎市高津区,梶ケ谷,,2618,121,1980,273,32,316,9,78,168,34,69
男,14134,415001,4,,,,神奈川県,川崎市高津区,梶ケ谷,一丁目,158,11,108,9,1,20,-,6,7,2,12
男,14134,415002,4,,,,神奈川県,川崎市高津区,梶ケ谷,二丁目,779,33,648,35,8,60,2,17,34,6,13
男,14134,415003,4,,,,神奈川県,川崎市高津区,梶ケ谷,三丁目,597,31,454,49,7,57,6,15,32,9,14
男,14134,415004,4,,,,神奈川県,川崎市高津区,梶ケ谷,四丁目,368,15,283,36,7,44,-,15,18,4,10
男,14134,415005,4,,,,神奈川県,川崎市高津区,梶ケ谷,五丁目,334,12,241,67,3,57,-,9,29,5,9
男,14134,415006,4,,,,神奈川県,川崎市高津区,梶ケ谷,六丁目,382,19,246,77,6,78,1,16,48,8,11
男,14134,4160,3,,,,神奈川県,川崎市高津区,末長,,5901,285,4384,441,63,535,18,194,579,63,231
男,14134,416001,4,,,,神奈川県,川崎市高津区,末長,一丁目,2090,69,1739,81,26,157,6,44,69,19,65
男,14134,416002,4,,,,神奈川県,川崎市高津区,末長,二丁目,1062,54,749,110,6,98,4,64,131,13,48
男,14134,416003,4,,,,神奈川県,川崎市高津区,末長,三丁目,1245,86,851,160,8,140,5,31,206,12,34
男,14134,416004,4,,,,神奈川県,川崎市高津区,末長,四丁目,1504,76,1045,90,23,140,3,55,173,19,84
男,14134,4170,3,,,,神奈川県,川崎市高津区,新作,,4220,229,2837,447,53,553,5,160,627,52,77
男,14134,417001,4,,,,神奈川県,川崎市高津区,新作,一丁目,268,15,182,17,3,40,1,13,31,5,5
男,14134,417002,4,,,,神奈川県,川崎市高津区,新作,二丁目,421,16,234,100,8,90,-,33,107,10,9
男,14134,417003,4,,,,神奈川県,川崎市高津区,新作,三丁目,618,46,339,124,8,113,-,35,147,8,13
男,14134,417004,4,,,,神奈川県,川崎市高津区,新作,四丁目,671,43,412,85,6,88,1,36,130,11,11
男,14134,417005,4,,,,神奈川県,川崎市高津区,新作,五丁目,1050,48,784,61,10,103,3,24,87,8,21
男,14134,417006,4,,,,神奈川県,川崎市高津区,新作,六丁目,1192,61,886,60,18,119,-,19,125,10,18
男,14134,4180,2,,,,神奈川県,川崎市高津区,千年新町,,719,45,502,41,13,80,2,25,80,6,10
男,14134,4191,2,,,,神奈川県,川崎市高津区,北野川,,85,2,43,29,-,17,1,14,9,2,-
男,14134,4192,3,,,,神奈川県,川崎市高津区,東野川,,967,54,370,298,14,255,2,111,175,29,29
男,14134,419201,4,,,,神奈川県,川崎市高津区,東野川,一丁目,472,28,181,138,5,104,2,54,99,12,21
男,14134,419202,4,,,,神奈川県,川崎市高津区,東野川,二丁目,495,26,189,160,9,151,-,57,76,17,8
男,14134,4200,3,,,,神奈川県,川崎市高津区,千年,,3448,177,1983,603,41,582,5,210,614,62,113
男,14134,420001,4,,,,神奈川県,川崎市高津区,千年,,2181,113,1355,246,29,299,2,91,344,34,87
男,14134,420002,4,,,,神奈川県,川崎市高津区,千年,,1267,64,628,357,12,283,3,119,270,28,26
男,14134,4210,3,,,,神奈川県,川崎市高津区,子母口,,2391,146,1057,632,31,478,6,186,660,64,76
男,14134,421001,4,,,,神奈川県,川崎市高津区,子母口,,2230,137,978,573,27,444,3,170,625,61,73
男,14134,421002,4,,,,神奈川県,川崎市高津区,子母口,,161,9,79,59,4,34,3,16,35,3,3
男,14134,4220,2,,,,神奈川県,川崎市高津区,明津,,853,34,506,197,15,140,1,52,261,11,19
男,14134,4230,2,,,,神奈川県,川崎市高津区,蟹ケ谷,,2096,56,1111,807,14,439,11,218,418,37,50
男,14134,4240,3,,,,神奈川県,川崎市高津区,久末,,3410,124,1365,1079,44,935,4,399,563,101,141
男,14134,424001,4,,,,神奈川県,川崎市高津区,久末,,671,28,258,183,9,179,-,63,152,15,27
男,14134,424002,4,,,,神奈川県,川崎市高津区,久末,,994,32,438,359,11,243,1,115,150,33,30
男,14134,424003,4,,,,神奈川県,川崎市高津区,久末,,1745,64,669,537,24,513,3,221,261,53,84
男,14135,-,1,,,,神奈川県,川崎市多摩区,,,56607,3382,39342,5033,750,7149,108,2549,5707,855,1675
男,14135,6010,3,,,,神奈川県,川崎市多摩区,登戸,,6338,374,4767,356,98,557,9,168,667,74,179
男,14135,601000,4,,,,神奈川県,川崎市多摩区,登戸,,9,-,9,-,-,-,-,-,-,-,-
男,14135,601001,4,,,,神奈川県,川崎市多摩区,登戸,,117,4,97,5,3,5,-,2,3,1,7
男,14135,601002,4,,,,神奈川県,川崎市多摩区,登戸,,1959,115,1552,125,34,122,3,42,86,21,68
男,14135,601003,4,,,,神奈川県,川崎市多摩区,登戸,,1131,71,884,61,26,97,3,27,48,10,27
男,14135,601004,4,,,,神奈川県,川崎市多摩区,登戸,,2746,163,1940,148,27,304,3,89,468,36,70
男,14135,601005,4,,,,神奈川県,川崎市多摩区,登戸,,376,21,285,17,8,29,-,8,62,6,7
男,14135,6020,3,,,,神奈川県,川崎市多摩区,生田,,3675,269,2419,208,40,512,7,171,437,59,108
男,14135,602001,4,,,,神奈川県,川崎市多摩区,生田,一丁目,687,22,459,28,14,114,1,27,87,11,18
男,14135,602002,4,,,,神奈川県,川崎市多摩区,生田,二丁目,405,18,239,33,7,77,1,19,90,6,11
男,14135,602003,4,,,,神奈川県,川崎市多摩区,生田,三丁目,621,23,378,60,3,121,-,38,145,13,20
男,14135,602004,4,,,,神奈川県,川崎市多摩区,生田,四丁目,197,6,139,11,2,26,-,11,8,2,15
男,14135,602005,4,,,,神奈川県,川崎市多摩区,生田,五丁目,305,13,205,14,1,41,-,28,30,3,7
男,14135,602006,4,,,,神奈川県,川崎市多摩区,生田,六丁目,612,44,454,21,7,69,2,20,28,9,11
男,14135,602007,4,,,,神奈川県,川崎市多摩区,生田,七丁目,258,39,174,15,2,19,-,7,15,3,10
男,14135,602008,4,,,,神奈川県,川崎市多摩区,生田,八丁目,590,104,371,26,4,45,3,21,34,12,16
男,14135,6030,3,,,,神奈川県,川崎市多摩区,菅馬場,,1869,93,1223,165,22,324,-,87,251,39,60
男,14135,603001,4,,,,神奈川県,川崎市多摩区,菅馬場,一丁目,876,36,582,43,9,139,-,37,106,20,35
男,14135,603002,4,,,,神奈川県,川崎市多摩区,菅馬場,二丁目,602,33,375,44,11,115,-,36,90,13,19
男,14135,603003,4,,,,神奈川県,川崎市多摩区,菅馬場,三丁目,375,24,250,76,2,70,-,14,53,6,6
男,14135,603004,4,,,,神奈川県,川崎市多摩区,菅馬場,四丁目,16,-,16,2,-,-,-,-,2,-,-
男,14135,6040,3,,,,神奈川県,川崎市多摩区,菅仙谷,,1394,35,1009,270,25,189,5,66,172,15,53
男,14135,604001,4,,,,神奈川県,川崎市多摩区,菅仙谷,一丁目,301,10,212,12,5,50,-,5,41,3,22
男,14135,604002,4,,,,神奈川県,川崎市多摩区,菅仙谷,二丁目,448,13,345,50,4,62,-,13,33,8,10
男,14135,604003,4,,,,神奈川県,川崎市多摩区,菅仙谷,三丁目,645,12,452,208,16,77,5,48,98,4,21
男,14135,604004,4,,,,神奈川県,川崎市多摩区,菅仙谷,四丁目,-,-,-,-,-,-,-,-,-,-,-
男,14135,6050,3,,,,神奈川県,川崎市多摩区,菅北浦,,2120,68,1572,189,28,270,5,87,172,32,42
男,14135,605001,4,,,,神奈川県,川崎市多摩区,菅北浦,一丁目,294,10,219,13,4,38,-,8,28,3,7
男,14135,605002,4,,,,神奈川県,川崎市多摩区,菅北浦,二丁目,665,24,492,34,8,69,-,32,51,16,6
男,14135,605003,4,,,,神奈川県,川崎市多摩区,菅北浦,三丁目,459,16,348,24,9,52,-,12,30,7,16
男,14135,605004,4,,,,神奈川県,川崎市多摩区,菅北浦,四丁目,486,12,358,104,5,77,4,24,47,4,8
男,14135,605005,4,,,,神奈川県,川崎市多摩区,菅北浦,五丁目,216,6,155,14,2,34,1,11,16,2,5
男,14135,6060,3,,,,神奈川県,川崎市多摩区,菅,,3522,133,2642,194,40,404,7,93,257,54,115
男,14135,606001,4,,,,神奈川県,川崎市多摩区,菅,一丁目,433,15,332,25,3,47,-,12,30,7,14
男,14135,606002,4,,,,神奈川県,川崎市多摩区,菅,二丁目,610,21,479,36,12,67,2,15,34,9,18
男,14135,606003,4,,,,神奈川県,川崎市多摩区,菅,三丁目,579,24,427,29,8,71,2,18,41,10,18
男,14135,606004,4,,,,神奈川県,川崎市多摩区,菅,四丁目,590,17,465,38,7,62,1,10,39,6,16
男,14135,606005,4,,,,神奈川県,川崎市多摩区,菅,五丁目,725,23,543,38,5,81,1,14,58,5,29
男,14135,606006,4,,,,神奈川県,川崎市多摩区,菅,六丁目,585,33,396,28,5,76,1,24,55,17,20
男,14135,6070,2,,,,神奈川県,川崎市多摩区,菅城下,,730,26,522,46,7,98,-,28,77,17,17
男,14135,6080,2,,,,神奈川県,川崎市多摩区,菅野戸呂,,468,16,342,19,7,52,-,18,43,8,17
男,14135,6090,3,,,,神奈川県,川崎市多摩区,菅稲田堤,,1483,31,1128,69,19,164,-,43,136,25,48
男,14135,609001,4,,,,神奈川県,川崎市多摩区,菅稲田堤,一丁目,578,13,473,33,9,50,-,14,37,11,15
男,14135,609002,4,,,,神奈川県,川崎市多摩区,菅稲田堤,二丁目,441,3,337,11,2,54,-,17,32,6,15
男,14135,609003,4,,,,神奈川県,川崎市多摩区,菅稲田堤,三丁目,464,15,318,25,8,60,-,12,67,8,18
男,14135,6100,2,,,,神奈川県,川崎市多摩区,布田,,760,18,553,44,14,86,1,33,64,5,42
男,14135,6120,3,,,,神奈川県,川崎市多摩区,中野島,,5357,236,3732,341,79,699,6,203,818,87,145
男,14135,612000,4,,,,神奈川県,川崎市多摩区,中野島,,24,-,19,1,-,4,-,1,3,-,1
男,14135,612001,4,,,,神奈川県,川崎市多摩区,中野島,一丁目,550,21,401,31,9,68,-,17,45,8,15
男,14135,612002,4,,,,神奈川県,川崎市多摩区,中野島,二丁目,486,21,346,20,2,59,-,13,64,6,8
男,14135,612003,4,,,,神奈川県,川崎市多摩区,中野島,三丁目,1021,56,696,52,19,127,1,36,126,20,37
男,14135,612004,4,,,,神奈川県,川崎市多摩区,中野島,四丁目,1024,36,705,105,17,146,1,45,260,15,22
男,14135,612005,4,,,,神奈川県,川崎市多摩区,中野島,五丁目,1101,46,697,81,15,186,-,56,238,23,32
男,14135,612006,4,,,,神奈川県,川崎市多摩区,中野島,六丁目,1151,56,868,51,17,109,4,35,82,15,30
男,14135,6130,2,,,,神奈川県,川崎市多摩区,和泉,,-,-,-,-,-,-,-,-,-,-,-
男,14135,6140,2,,,,神奈川県,川崎市多摩区,登戸新町,,1410,62,1123,75,22,94,1,32,101,12,41
男,14135,6150,3,,,,神奈川県,川崎市多摩区,宿河原,,6906,259,5096,377,105,780,12,208,641,98,189
男,14135,615001,4,,,,神奈川県,川崎市多摩区,宿河原,一丁目,974,31,740,49,18,79,4,28,78,17,33
男,14135,615002,4,,,,神奈川県,川崎市多摩区,宿河原,二丁目,1748,75,1355,91,42,173,1,39,158,18,38
男,14135,615003,4,,,,神奈川県,川崎市多摩区,宿河原,三丁目,787,23,584,40,13,83,2,34,58,6,33
男,14135,615004,4,,,,神奈川県,川崎市多摩区,宿河原,四丁目,869,26,659,43,8,95,3,28,73,10,10
男,14135,615005,4,,,,神奈川県,川崎市多摩区,宿河原,五丁目,604,26,432,31,6,73,2,11,74,9,15
男,14135,615006,4,,,,神奈川県,川崎市多摩区,宿河原,六丁目,1352,60,934,85,13,197,-,47,118,23,37
男,14135,615007,4,,,,神奈川県,川崎市多摩区,宿河原,七丁目,572,18,392,38,5,80,-,21,82,15,23
男,14135,6160,3,,,,神奈川県,川崎市多摩区,堰,,1957,87,1306,95,19,270,8,88,219,37,76
男,14135,616001,4,,,,神奈川県,川崎市多摩区,堰,一丁目,861,28,558,40,6,119,3,45,116,26,31
男,14135,616002,4,,,,神奈川県,川崎市多摩区,堰,二丁目,559,23,396,25,6,87,-,19,58,7,10
男,14135,616003,4,,,,神奈川県,川崎市多摩区,堰,三丁目,537,36,352,30,7,64,5,24,45,4,35
男,14135,6170,3,,,,神奈川県,川崎市多摩区,長尾,,2448,81,1629,219,36,391,1,152,309,26,86
男,14135,617001,4,,,,神奈川県,川崎市多摩区,長尾,一丁目,418,15,285,26,4,61,-,20,59,7,11
男,14135,617002,4,,,,神奈川県,川崎市多摩区,長尾,二丁目,266,12,187,21,4,23,-,12,33,4,18
男,14135,617003,4,,,,神奈川県,川崎市多摩区,長尾,三丁目,105,3,60,14,-,21,-,9,20,3,6
男,14135,617004,4,,,,神奈川県,川崎市多摩区,長尾,四丁目,375,12,264,23,8,56,-,12,40,3,9
男,14135,617005,4,,,,神奈川県,川崎市多摩区,長尾,五丁目,494,21,348,28,6,64,1,25,54,6,18
男,14135,617006,4,,,,神奈川県,川崎市多摩区,長尾,六丁目,249,3,167,47,4,54,-,23,33,1,11
男,14135,617007,4,,,,神奈川県,川崎市多摩区,長尾,七丁目,541,15,318,60,10,112,-,51,70,2,13
